Id,SalePrice
1461,127836.10964700731
1462,156575.55818720674
1463,167478.84687727678
1464,175234.76038543603
1465,190248.4534900297
1466,180968.9045629683
1467,161985.7348937292
1468,173124.91681645298
1469,181440.76887064922
1470,121648.56180812386
1471,196558.3063801168
1472,96593.86839499137
1473,98411.4748892109
1474,155772.11905370225
1475,156928.59129922546
1476,337311.1797357314
1477,260758.33858416305
1478,293846.9802263036
1479,250091.71395721374
1480,453166.6597982197
1481,301645.5963525214
1482,209895.89030910513
1483,173939.59206577565
1484,177437.46128449604
1485,174201.1154038389
1486,199028.60632146915
1487,302708.21625658177
1488,236002.38527251486
1489,203176.23471074528
1490,184078.27874534926
1491,197215.28274912713
1492,108863.80457467271
1493,183061.74332263335
1494,320863.6308287054
1495,308537.07160843024
1496,218060.71348668847
1497,188837.81733432965
1498,166524.86808746826
1499,167307.1728516186
1500,148014.50497335353
1501,166673.22947820774
1502,164763.95337952022
1503,262160.97207740205
1504,225561.67701672707
1505,217622.61521653528
1506,181703.36853144763
1507,196639.1936355872
1508,205277.94713583298
1509,166649.9846266456
1510,153580.59118888003
1511,150730.2940091719
1512,167969.39218658282
1513,164991.76266514199
1514,162556.97401190005
1515,167881.2113928104
1516,173722.28873308684
1517,151378.8615774572
1518,139462.58807444686
1519,226158.08098902128
1520,138869.74812992587
1521,145547.2534981389
1522,164404.34318010366
1523,120410.80631424069
1524,128513.60465196817
1525,130783.91494369223
1526,130125.53526179612
1527,103819.8733855939
1528,132700.38425595377
1529,145844.02115907634
1530,169647.75167972778
1531,125465.42290755607
1532,113509.80128903496
1533,145475.71895586888
1534,123196.53648622739
1535,148024.06839958014
1536,125108.08505200747
1537,82239.74805643623
1538,183135.28968802516
1539,216410.982648003
1540,117176.65566015345
1541,155382.89654369617
1542,137759.35110008452
1543,227673.05167272218
1544,100548.75907648768
1545,106219.14989467803
1546,126327.77868507778
1547,129907.08124800741
1548,135272.02105148954
1549,117815.24479569298
1550,139527.98702235983
1551,121552.80055986023
1552,130823.82585568004
1553,147944.15348977866
1554,124862.86822001188
1555,158811.6567507433
1556,95087.26376795181
1557,133571.68101964914
1558,97527.1831816822
1559,108091.28900457217
1560,146820.93185991535
1561,128092.17791086897
1562,126006.32858800725
1563,122610.67703066964
1564,156645.15348837775
1565,151532.47074898367
1566,215222.16570022388
1567,90082.72230161783
1568,210880.93139156204
1569,129943.0566447839
1570,128727.58912122414
1571,134626.64852021498
1572,146510.9826329938
1573,244094.2269161856
1574,126726.55935277422
1575,209679.99849659292
1576,211743.62178176877
1577,203349.0966061995
1578,173156.80999434495
1579,145244.79891061803
1580,192047.46867924675
1581,140739.70860383412
1582,132036.94109784625
1583,323690.9706476178
1584,234526.03301060523
1585,138807.35336502444
1586,80543.37694243024
1587,104583.49515479736
1588,149712.60880263554
1589,114945.76403629314
1590,136442.54795485063
1591,107477.06653119314
1592,138721.91254958612
1593,121020.09844059656
1594,125242.87742385364
1595,110091.1025921363
1596,235481.61451748764
1597,172316.91259490588
1598,185789.0327109336
1599,189173.01968801793
1600,190772.14847617823
1601,77031.29974665557
1602,109488.87825439917
1603,104504.389502641
1604,264120.8829494548
1605,270386.7866729766
1606,167205.13592608063
1607,189958.47214235942
1608,222464.4222317771
1609,192628.14054977114
1610,154646.04110062495
1611,150610.0319740619
1612,155577.0473498342
1613,160415.87472937687
1614,124908.59184911351
1615,88401.0511346757
1616,82919.71862865215
1617,91142.78494288323
1618,126460.85331207603
1619,137194.21822858357
1620,139360.54342082847
1621,140497.02211829636
1622,147283.68116629682
1623,288810.2884420437
1624,202070.61646101496
1625,131279.28355294076
1626,173991.91794325653
1627,177203.9600361353
1628,279116.09158534254
1629,182720.76296000212
1630,320450.0497514759
1631,211842.8975786885
1632,250548.39276288525
1633,173354.63731609154
1634,170110.8297538027
1635,171971.96112434744
1636,152851.7238925694
1637,177413.1252928797
1638,218557.11979029808
1639,180887.53256100268
1640,270718.4774823632
1641,183949.7625818849
1642,211282.75762773873
1643,229027.32940949273
1644,221430.60857800872
1645,174298.67115158078
1646,155363.38751291163
1647,159762.26616962548
1648,141765.87939593857
1649,139733.60864041257
1650,122377.38429832294
1651,126768.93586959953
1652,98474.77512566836
1653,104554.96429654167
1654,158327.02173467036
1655,158320.51681164748
1656,155476.94239087455
1657,158233.7160683505
1658,155744.6924075785
1659,154966.04523969584
1660,149097.08441777283
1661,423051.19435276603
1662,356870.4038758537
1663,363565.0781800877
1664,435379.49317973113
1665,304272.45969414664
1666,325102.9216649294
1667,325356.1161817952
1668,316435.3929511426
1669,289998.61167358
1670,334714.02761383617
1671,272300.0339429952
1672,470760.6754931254
1673,304939.32118477736
1674,258944.30100306257
1675,171259.09035995198
1676,175148.39905527607
1677,206463.4674115089
1678,443212.3434861153
1679,362037.3644564417
1680,286488.60167151876
1681,235262.03349196186
1682,303457.8092925537
1683,192039.77469514636
1684,172323.36427524613
1685,167447.22711770455
1686,170657.82736702866
1687,170145.8433342771
1688,190477.0532937597
1689,189905.17958071947
1690,184390.47681513467
1691,177318.86945099407
1692,256655.85004041842
1693,170914.33942612074
1694,176540.15146753256
1695,170726.8105904251
1696,278239.01320816553
1697,173138.0595364691
1698,349240.4518812832
1699,312193.47131451283
1700,231322.32146690725
1701,256497.78792385262
1702,266996.50843565114
1703,262296.6635532281
1704,296616.2650801535
1705,214806.4376844546
1706,426096.2488220947
1707,211828.5235761036
1708,212711.8320352965
1709,285764.15459553106
1710,215151.56045795043
1711,265662.59069887694
1712,240947.74538264875
1713,272664.9675348032
1714,229631.483198748
1715,200013.43236572767
1716,193329.11009468205
1717,170283.4824291972
1718,131292.30029926507
1719,211211.97197486516
1720,260270.8823816678
1721,181105.381559415
1722,127845.9792398453
1723,157672.73962946984
1724,211881.4253328806
1725,227873.6581669805
1726,175197.5240020812
1727,168033.13173069703
1728,189472.50367518043
1729,170723.8485703828
1730,172036.108247308
1731,133386.5939405212
1732,134278.9556389358
1733,123728.86049477952
1734,134300.1945761769
1735,132693.0431915105
1736,120139.2726542534
1737,356067.66025372135
1738,213042.19366514933
1739,286129.87488997943
1740,173805.73557539808
1741,168588.55910195844
1742,166855.7946024066
1743,176838.37576177737
1744,286957.6728468496
1745,233808.42581509557
1746,243378.4527767727
1747,233896.32047232272
1748,190080.92251125575
1749,156640.33550700924
1750,148338.87818278972
1751,231454.09085120572
1752,125330.94844753049
1753,148807.37389809004
1754,223276.4158803235
1755,172414.76879591335
1756,126742.25393633406
1757,120945.99449103387
1758,145761.01420387914
1759,175163.51312681587
1760,163446.61058554286
1761,153351.97946502894
1762,169041.17034120692
1763,178656.77552619507
1764,123812.32310614332
1765,172779.9158633635
1766,176595.0613068422
1767,199055.46468511884
1768,140216.98157921564
1769,172467.1164349713
1770,140213.6629702243
1771,140748.82946996705
1772,144786.70411744688
1773,132458.0945739145
1774,140031.57661682798
1775,135021.59361886967
1776,121429.42290541406
1777,119937.13491266122
1778,131838.71549957083
1779,116601.6073910916
1780,175974.265185401
1781,136358.40945427434
1782,93940.31742554707
1783,142773.42410303286
1784,97570.93825753944
1785,122146.28286128951
1786,132967.53649785582
1787,178771.7581148851
1788,74363.81491280172
1789,115403.70214814218
1790,81644.63360409142
1791,176017.52060505215
1792,159656.30936834036
1793,141609.89595206812
1794,141175.3575274998
1795,139065.2849439578
1796,119593.48041468758
1797,130191.99596452131
1798,126839.48640840415
1799,117428.59504174977
1800,112830.02775038137
1801,134674.09845992047
1802,163015.1880732576
1803,156496.59603653854
1804,140362.57163632088
1805,136337.23352303315
1806,131333.03280860002
1807,155031.63476654625
1808,134439.2111490801
1809,132468.47033831186
1810,141065.8822992931
1811,116159.82346133959
1812,123795.1942595489
1813,126474.13778892824
1814,101242.80885162776
1815,76331.36265038564
1816,105522.5830132729
1817,119271.76872943499
1818,142647.5845173127
1819,122127.51407343015
1820,78628.50436578842
1821,128834.54489915483
1822,153136.3581689606
1823,72064.74827657033
1824,134938.4723195739
1825,136492.41350249478
1826,94353.1134992058
1827,114843.10198409154
1828,135561.94250176812
1829,121956.93686188983
1830,150998.32320974063
1831,192394.65569289602
1832,112304.17066796498
1833,138117.53740727578
1834,136403.64714658397
1835,182812.91078225579
1836,136678.49615815087
1837,103026.4463822598
